2202 2516 280 77202.284 73762.102 14115616 4221
2139 988 268 75674.284 73825.102 55432239 6139
830 1555 307 76241.284 75134.102 930406690 12363
985 896 303 75582.284 74979.102 163650121 3868
1090 1364 294 76050.284 74874.102 163742170 1756
1548 1466 282 76152.284 74416.102 163755912 8904
1798 2255 279 76941.284 74166.102 931154271 5482
498 971 311 75657.284 75466.102 147987696 5526
921 2410 299 77096.284 75043.102 1777780 1361
1707 2900 293 77586.284 74257.102 174547324 12927
488 250 316 74936.284 75476.102 164804376 4454
1105 553 296 75239.284 74859.102 163742257 12668
960 1252 306 75938.284 75004.102 163650263 13543
927 505 313 75191.284 75037.102 163742112 8336
1591 2508 291 77194.284 74373.102 202892196 270
1366 956 287 75642.284 74598.102 163742230 6595
1248 2402 295 77088.284 74716.102 926152046 700
1366 2207 289 76893.284 74598.102 95203906 4806
1880 2384 282 77070.284 74084.102 943999389 14627
1467 659 280 75345.284 74497.102 199674817 8794
1637 1482 279 76168.284 74327.102 163755740 5775
1893 170 270 74856.284 74071.102 137714877 10168
982 2387 296 77073.284 74982.102 825830652 585
1597 2654 292 77340.284 74367.102 681138456 4356
2040 1866 264 76552.284 73924.102 164340682 520
1732 1502 274 76188.284 74232.102 163755835 13208
1776 82 271 74768.284 74188.102 911894661 3608
1073 1122 295 75808.284 74891.102 163650107 6734
2203 2438 278 77124.284 73761.102 203080270 4247
1272 1715 294 76401.284 74692.102 163755837 3950
889 1536 306 76222.284 75075.102 930406684 6184
1554 858 288 75544.284 74410.102 197599632 9788
2231 1749 270 76435.284 73733.102 164340873 3991
1432 2657 291 77343.284 74532.102 214404914 2504
824 582 308 75268.284 75140.102 195220847 558
989 2360 299 77046.284 74975.102 346923266 407
1438 1991 282 76677.284 74526.102 164194803 4265
1571 428 277 75114.284 74393.102 197599606 9690
1886 1736 272 76422.284 74078.102 351080275 231
584 1121 299 75807.284 75380.102 163650153 5510
1456 1379 283 76065.284 74508.102 163755983 7360
1811 2034 275 76720.284 74153.102 821629975 3685
2124 1731 268 76417.284 73840.102 52096296 0
731 1604 308 76290.284 75233.102 163650283 7481
1090 723 297 75409.284 74874.102 163742150 10705
1011 1029 301 75715.284 74953.102 435051190 10788
1617 1636 283 76322.284 74347.102 163755880 8329
1399 1059 285 75745.284 74565.102 163742172 12488
807 959 306 75645.284 75157.102 163650300 1322
1693 828 289 75514.284 74271.102 97672784 251
1002 327 306 75013.284 74962.102 163742119 15444
764 288 306 74974.284 75200.102 206004958 9903
1325 871 285 75557.284 74639.102 1032440147 1544
1961 2664 286 77350.284 74003.102 148214741 17106
971 1379 301 76065.284 74993.102 163650234 13590
740 938 304 75624.284 75224.102 163650155 1325
856 2154 301 76840.284 75108.102 157773940 608
1040 1653 299 76339.284 74924.102 163755958 1751
1719 266 272 74952.284 74245.102 137714772 9918
1063 512 301 75198.284 74901.102 163742445 12677
372 1710 288 76396.284 75592.102 161912431 7040
672 1772 304 76458.284 75292.102 929361883 2057
2041 2645 287 77331.284 73923.102 201399435 13258
1975 2149 277 76835.284 73989.102 164340768 345
1863 2886 290 77572.284 74101.102 174547285 17351
668 2154 306 76840.284 75296.102 157774007 724
330 222 324 74908.284 75634.102 164804368 6681
2178 2184 275 76870.284 73786.102 227441618 6334
438 937 315 75623.284 75526.102 624283935 5491
633 1291 296 75977.284 75331.102 930777441 10548
1151 2396 284 77082.284 74813.102 821629946 269
1315 337 287 75023.284 74649.102 163742247 12232
1854 2445 283 77131.284 74110.102 164701294 15709
1720 2224 280 76910.284 74244.102 795607682 9743
211 216 326 74902.284 75753.102 50115802 3272
1553 1343 280 76029.284 74411.102 163756006 6288
2066 2506 286 77192.284 73898.102 238448285 6514
349 1048 318 75734.284 75615.102 407535366 2470
1349 2357 293 77043.284 74615.102 681139550 13093
1755 1827 280 76513.284 74209.102 163755778 6913
1964 856 272 75542.284 74000.102 151609630 8593
1985 2229 278 76915.284 73979.102 925970874 15595
1247 324 290 75010.284 74717.102 163742182 11948
1825 1837 277 76523.284 74139.102 163755993 1398
1902 107 270 74793.284 74062.102 163746932 17073
1500 1540 284 76226.284 74464.102 624140887 15324
1151 2402 284 77088.284 74813.102 821629946 268
1151 2397 284 77083.284 74813.102 821629946 267
813 407 310 75093.284 75151.102 593034915 8340
1595 239 276 74925.284 74369.102 163742118 7615
1567 622 277 75308.284 74397.102 355192588 10865
545 880 307 75566.284 75419.102 163742235 14062
1226 1815 293 76501.284 74738.102 163755892 2401
1255 663 287 75349.284 74709.102 159413947 14894
1163 1235 291 75921.284 74801.102 163742199 1562
1077 825 297 75511.284 74887.102 202492792 12519
1465 2296 289 76982.284 74499.102 926152025 16519
2287 2170 275 76856.284 73677.102 164340667 18044
2190 2668 285 77354.284 73774.102 54435217 2729
730 1280 302 75966.284 75234.102 163650129 10558
1522 2124 283 76810.284 74442.102 95203893 6265
1189 2518 286 77204.284 74775.102 692798721 4800
1296 543 286 75229.284 74668.102 197599570 12125
1709 2615 289 77301.284 74255.102 204003081 17195
885 2187 300 76873.284 75079.102 157773926 2817
1901 2057 266 76743.284 74063.102 164340671 3186
144 166 325 74852.284 75820.102 196797960 3351
2268 2255 275 76941.284 73696.102 164340750 9466
1205 2451 295 77137.284 74759.102 889184148 1068
378 1199 315 75885.284 75586.102 161912467 3295
985 714 305 75400.284 74979.102 163742371 382
